,miRTarBase ID,miRNA,Species (miRNA),Target Gene,Target Gene (Entrez Gene ID),Species (Target Gene),Experiments,Support Type,References (PMID)
3696,MIRT003355,hsa-miR-24-3p,Homo sapiens,HNF4A,3172,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,20018894
3697,MIRT003355,hsa-miR-24-3p,Homo sapiens,HNF4A,3172,Homo sapiens,ELISA//Flow//Immunohistochemistry//Immunoprecipitaion//In situ hybridization//Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,22153071
3698,MIRT003356,hsa-miR-34a-5p,Homo sapiens,HNF4A,3172,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,20018894
3699,MIRT003356,hsa-miR-34a-5p,Homo sapiens,HNF4A,3172,Homo sapiens,Luciferase reporter assay//Western blot,Functional MTI,22232426
3700,MIRT003356,hsa-miR-34a-5p,Homo sapiens,HNF4A,3172,Homo sapiens,Luciferase reporter assay,Functional MTI,23298640
3701,MIRT003356,hsa-miR-34a-5p,Homo sapiens,HNF4A,3172,Homo sapiens,qRT-PCR//Western blot,Functional MTI,27135744
3702,MIRT003358,hsa-miR-221-3p,Homo sapiens,DDIT4,54541,Homo sapiens,Luciferase reporter assay//Microarray//qRT-PCR//Western blot//Reporter assay;Western blot;qRT-PCR;Microarray;Other,Functional MTI,20018759
3703,MIRT003358,hsa-miR-221-3p,Homo sapiens,DDIT4,54541,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
3707,MIRT003362,hsa-miR-221-3p,Homo sapiens,DKK2,27123,Homo sapiens,Reporter assay;Microarray,Functional MTI,20018759
3708,MIRT003362,hsa-miR-221-3p,Homo sapiens,DKK2,27123,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,27501171
3731,MIRT003382,hsa-miR-20a-5p,Homo sapiens,APP,351,Homo sapiens,Luciferase reporter assay//Western blot,Functional MTI,19110058
3732,MIRT003382,hsa-miR-20a-5p,Homo sapiens,APP,351,Homo sapiens,GFP reporter assay//qRT-PCR//Western blot,Functional MTI,20458444
3747,MIRT003417,hsa-miR-100-5p,Homo sapiens,EGR2,1959,Homo sapiens,Microarray//qRT-PCR,Functional MTI (Weak),19396866
3824,MIRT003535,hsa-miR-217,Homo sapiens,NR4A2,4929,Homo sapiens,Luciferase reporter assay//Microarray,Functional MTI,19885849
3825,MIRT003536,hsa-miR-19a-3p,Homo sapiens,NR4A2,4929,Homo sapiens,Luciferase reporter assay//Microarray,Functional MTI,19885849
3826,MIRT003537,hsa-miR-302d-3p,Homo sapiens,NR4A2,4929,Homo sapiens,Luciferase reporter assay//Microarray,Functional MTI,19885849
3827,MIRT003538,hsa-miR-372-3p,Homo sapiens,NR4A2,4929,Homo sapiens,Luciferase reporter assay//Microarray,Functional MTI,19885849
3870,MIRT003605,hsa-miR-25-3p,Homo sapiens,KLF4,9314,Homo sapiens,Western blot,Functional MTI,19541842
3871,MIRT003605,hsa-miR-25-3p,Homo sapiens,KLF4,9314,Homo sapiens,Luciferase reporter assay,Functional MTI,25923408
3905,MIRT003713,hsa-miR-370-3p,Homo sapiens,HMGA2,8091,Homo sapiens,Luciferase reporter assay,Non-Functional MTI,19179606
3926,MIRT003741,hsa-miR-17-5p,Homo sapiens,RUNX1,861,Homo sapiens,Luciferase reporter assay//Reporter assay//qRT-PCR//Western blot,Functional MTI,17589498
3927,MIRT003742,hsa-miR-20a-5p,Homo sapiens,RUNX1,861,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,17589498
3928,MIRT003743,hsa-miR-106a-5p,Homo sapiens,RUNX1,861,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,17589498
3995,MIRT003808,hsa-miR-7-5p,Homo sapiens,IRS2,8660,Homo sapiens,Reporter assay//Western blot//Reporter assay;Western blot,Functional MTI,18483236
4016,MIRT003822,hsa-miR-197-3p,Homo sapiens,HNF4A,3172,Homo sapiens,Microarray,Functional MTI (Weak),16822819
4072,MIRT003874,hsa-miR-15a-5p,Homo sapiens,HSP90B1,7184,Homo sapiens,Microarray,Functional MTI (Weak),18362358
4113,MIRT003898,hsa-miR-17-5p,Homo sapiens,APP,351,Homo sapiens,Luciferase reporter assay//Western blot,Functional MTI,19110058
4114,MIRT003898,hsa-miR-17-5p,Homo sapiens,APP,351,Homo sapiens,CLASH,Functional MTI (Weak),23622248
4115,MIRT003899,hsa-miR-15a-5p,Homo sapiens,APP,351,Homo sapiens,Luciferase reporter assay,Non-Functional MTI,19110058
4116,MIRT003899,hsa-miR-15a-5p,Homo sapiens,APP,351,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
4117,MIRT003900,hsa-miR-130a-3p,Homo sapiens,APP,351,Homo sapiens,Luciferase reporter assay,Non-Functional MTI,19110058
4118,MIRT003901,hsa-let-7d-5p,Homo sapiens,APP,351,Homo sapiens,Luciferase reporter assay,Non-Functional MTI,19110058
4119,MIRT003902,hsa-let-7a-5p,Homo sapiens,APP,351,Homo sapiens,Luciferase reporter assay,Non-Functional MTI,19110058
4128,MIRT003916,hsa-miR-210-3p,Homo sapiens,MRE11,4361,Homo sapiens,Western blot,Non-Functional MTI,19141645
4131,MIRT003919,hsa-miR-373-3p,Homo sapiens,MRE11,4361,Homo sapiens,Western blot,Non-Functional MTI,19141645
4157,MIRT003964,hsa-miR-143-3p,Homo sapiens,COX2,4513,Homo sapiens,Microarray,Functional MTI (Weak),17875710
4158,MIRT003965,hsa-miR-101-3p,Homo sapiens,COX2,4513,Homo sapiens,Microarray,Functional MTI (Weak),17875710
4159,MIRT003965,hsa-miR-101-3p,Homo sapiens,COX2,4513,Homo sapiens,Luciferase reporter assay//qRT-PCR,Functional MTI,23608225
4198,MIRT004007,hsa-miR-200a-3p,Homo sapiens,VCAM1,7412,Homo sapiens,Microarray,Functional MTI (Weak),17875710
4212,MIRT004019,hsa-miR-31-5p,Homo sapiens,SELE,6401,Homo sapiens,Immunocytochemistry//Northern blot//qRT-PCR//Western blot,Functional MTI,19949084
4213,MIRT004020,hsa-miR-17-3p,Homo sapiens,ICAM1,3383,Homo sapiens,Immunocytochemistry//Northern blot//qRT-PCR//Western blot,Functional MTI,19949084
4214,MIRT004020,hsa-miR-17-3p,Homo sapiens,ICAM1,3383,Homo sapiens,Luciferase reporter assay//Western blot,Functional MTI,26935986
4216,MIRT004025,hsa-miR-376a-5p,Homo sapiens,SRSF11,9295,Homo sapiens,Luciferase reporter assay,Functional MTI,17322061
4295,MIRT004081,hsa-miR-126-3p,Homo sapiens,VCAM1,7412,Homo sapiens,Luciferase reporter assay//Western blot//Reporter assay;Other,Functional MTI,18227515
4319,MIRT004104,hsa-miR-93-5p,Homo sapiens,ITGB8,3696,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,20956944
4344,MIRT004130,hsa-miR-192-5p,Homo sapiens,EGR1,1958,Homo sapiens,Microarray,Functional MTI (Weak),16822819
4345,MIRT004130,hsa-miR-192-5p,Homo sapiens,EGR1,1958,Homo sapiens,Microarray,Functional MTI (Weak),19074876
4380,MIRT004158,hsa-miR-192-5p,Homo sapiens,HSP90B1,7184,Homo sapiens,Microarray,Functional MTI (Weak),16822819
4470,MIRT004238,hsa-miR-346,Homo sapiens,INPP5J,27124,Homo sapiens,Microarray,Functional MTI (Weak),16822819
4531,MIRT004284,hsa-miR-124-3p,Homo sapiens,CCL2,6347,Homo sapiens,Luciferase reporter assay,Functional MTI,19404929
4532,MIRT004284,hsa-miR-124-3p,Homo sapiens,CCL2,6347,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24122720
4550,MIRT004297,hsa-miR-101-3p,Homo sapiens,PTGS2,5743,Homo sapiens,qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,19133256
4551,MIRT004297,hsa-miR-101-3p,Homo sapiens,PTGS2,5743,Homo sapiens,qRT-PCR,Functional MTI (Weak),20712078
4552,MIRT004297,hsa-miR-101-3p,Homo sapiens,PTGS2,5743,Homo sapiens,qRT-PCR//Western blot,Functional MTI,23013439
4553,MIRT004297,hsa-miR-101-3p,Homo sapiens,PTGS2,5743,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,26556718
4554,MIRT004297,hsa-miR-101-3p,Homo sapiens,PTGS2,5743,Homo sapiens,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,26530100
4642,MIRT004368,hsa-miR-16-5p,Homo sapiens,HSP90B1,7184,Homo sapiens,Microarray,Functional MTI (Weak),18362358
4666,MIRT004391,hsa-miR-199a-5p,Homo sapiens,JUNB,3726,Homo sapiens,Microarray//Northern blot,Functional MTI (Weak),16331254
4667,MIRT004391,hsa-miR-199a-5p,Homo sapiens,JUNB,3726,Homo sapiens,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,25938468
4668,MIRT004391,hsa-miR-199a-5p,Homo sapiens,JUNB,3726,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
4713,MIRT004430,hsa-miR-221-3p,Homo sapiens,ICAM1,3383,Homo sapiens,Luciferase reporter assay//Western blot,Functional MTI,20110463
4714,MIRT004430,hsa-miR-221-3p,Homo sapiens,ICAM1,3383,Homo sapiens,Luciferase reporter assay,Non-Functional MTI,19949084
4715,MIRT004430,hsa-miR-221-3p,Homo sapiens,ICAM1,3383,Homo sapiens,Luciferase reporter assay,Functional MTI,28338009
4754,MIRT004462,hsa-miR-127-3p,Homo sapiens,XBP1,7494,Homo sapiens,Luciferase reporter assay,Functional MTI,19530237
4788,MIRT004487,hsa-miR-107,Homo sapiens,HIF1A,3091,Homo sapiens,qRT-PCR//Luciferase reporter assay//Western blot//Northern blot,Functional MTI,20308559
4821,MIRT004507,hsa-miR-155-5p,Homo sapiens,MAFB,9935,Homo sapiens,Microarray,Functional MTI (Weak),19193853
4822,MIRT004507,hsa-miR-155-5p,Homo sapiens,MAFB,9935,Homo sapiens,Luciferase reporter assay//qRT-PCR,Functional MTI,22797699
4828,MIRT004510,hsa-miR-29b-3p,Homo sapiens,TCL1A,8115,Homo sapiens,Luciferase reporter assay,Functional MTI,17707831
4829,MIRT004510,hsa-miR-29b-3p,Homo sapiens,TCL1A,8115,Homo sapiens,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,17178851
4913,MIRT004578,hsa-miR-125b-5p,Homo sapiens,GRIN2A,2903,Homo sapiens,Luciferase reporter assay//qRT-PCR,Functional MTI,20159450
4919,MIRT004587,hsa-miR-18a-5p,Homo sapiens,HIF1A,3091,Homo sapiens,Sequencing,Functional MTI (Weak),20371350
4920,MIRT004587,hsa-miR-18a-5p,Homo sapiens,HIF1A,3091,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
4921,MIRT004587,hsa-miR-18a-5p,Homo sapiens,HIF1A,3091,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
4922,MIRT004587,hsa-miR-18a-5p,Homo sapiens,HIF1A,3091,Homo sapiens,Luciferase reporter assay,Functional MTI,27080303
4923,MIRT004587,hsa-miR-18a-5p,Homo sapiens,HIF1A,3091,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,26622381
4924,MIRT004588,hsa-miR-17-5p,Homo sapiens,HIF1A,3091,Homo sapiens,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,24252850
4925,MIRT004588,hsa-miR-17-5p,Homo sapiens,HIF1A,3091,Homo sapiens,HITS-CLIP,Functional MTI (Weak),22473208
4926,MIRT004588,hsa-miR-17-5p,Homo sapiens,HIF1A,3091,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,23911400
4953,MIRT004595,hsa-miR-222-3p,Homo sapiens,ICAM1,3383,Homo sapiens,Luciferase reporter assay,Non-Functional MTI,19949084
4954,MIRT004595,hsa-miR-222-3p,Homo sapiens,ICAM1,3383,Homo sapiens,Luciferase reporter assay,Functional MTI,28338009
4973,MIRT004630,hsa-miR-29a-3p,Homo sapiens,ZFP36,7538,Homo sapiens,Luciferase reporter assay,Functional MTI,23401122
4974,MIRT004630,hsa-miR-29a-3p,Homo sapiens,ZFP36,7538,Homo sapiens,GFP reporter assay,Functional MTI,24103357
4975,MIRT004630,hsa-miR-29a-3p,Homo sapiens,ZFP36,7538,Homo sapiens,Luciferase reporter assay//Western blot,Functional MTI,26356262
5000,MIRT004659,hsa-miR-26b-5p,Homo sapiens,PTGS2,5743,Homo sapiens,Luciferase reporter assay//Western blot//Reporter assay,Functional MTI,20100477
5001,MIRT004659,hsa-miR-26b-5p,Homo sapiens,PTGS2,5743,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,23374284
5002,MIRT004659,hsa-miR-26b-5p,Homo sapiens,PTGS2,5743,Homo sapiens,Luciferase reporter assay//Western blot,Functional MTI,27769043
5047,MIRT004681,hsa-miR-17-5p,Homo sapiens,TNFSF12,8742,Homo sapiens,Luciferase reporter assay,Functional MTI,19478946
5066,MIRT004702,hsa-miR-185-5p,Homo sapiens,HMGA2,8091,Homo sapiens,Flow//Immunoblot//Microarray//qRT-PCR,Functional MTI (Weak),19688090
5067,MIRT004703,hsa-miR-185-5p,Homo sapiens,CORO2B,10391,Homo sapiens,Flow//Immunoblot//Microarray//qRT-PCR,Functional MTI (Weak),19688090
5169,MIRT004856,hsa-miR-192-5p,Homo sapiens,KIF20B,9585,Homo sapiens,Luciferase reporter assay//qRT-PCR//Reporter assay;Microarray,Functional MTI,19074876
5186,MIRT004880,hsa-miR-124-3p,Homo sapiens,OAF,220323,Homo sapiens,Microarray,Functional MTI (Weak),15685193
5187,MIRT004880,hsa-miR-124-3p,Homo sapiens,OAF,220323,Homo sapiens,Microarray,Functional MTI (Weak),18668037
5218,MIRT004900,hsa-miR-296-5p,Homo sapiens,HGS,9146,Homo sapiens,Luciferase reporter assay//Western blot,Functional MTI,18977327
5219,MIRT004900,hsa-miR-296-5p,Homo sapiens,HGS,9146,Homo sapiens,qRT-PCR//Western blot,Functional MTI,26500043
5250,MIRT004927,hsa-miR-124-3p,Homo sapiens,ZCCHC24,219654,Homo sapiens,Microarray,Functional MTI (Weak),15685193
5251,MIRT004927,hsa-miR-124-3p,Homo sapiens,ZCCHC24,219654,Homo sapiens,Microarray,Functional MTI (Weak),18668037
5310,MIRT004963,hsa-let-7a-5p,Homo sapiens,EGR3,1960,Homo sapiens,qRT-PCR,Functional MTI (Weak),17942906
5365,MIRT005008,hsa-miR-125b-5p,Homo sapiens,SEL1L,6400,Homo sapiens,Microarray,Functional MTI (Weak),17891175
5415,MIRT005055,hsa-let-7b-5p,Homo sapiens,RCAN1,1827,Homo sapiens,Microarray,Functional MTI (Weak),17699775
5422,MIRT005060,hsa-let-7b-5p,Homo sapiens,DMD,1756,Homo sapiens,Microarray,Functional MTI (Weak),17699775
5451,MIRT005083,hsa-miR-124-3p,Homo sapiens,NFKBIZ,64332,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,19502795
5485,MIRT005106,hsa-miR-181b-5p,Homo sapiens,TCL1A,8115,Homo sapiens,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,17178851
5505,MIRT005130,hsa-miR-30a-5p,Homo sapiens,NT5E,4907,Homo sapiens,pSILAC//Proteomics;Other,Functional MTI (Weak),18668040
5506,MIRT005130,hsa-miR-30a-5p,Homo sapiens,NT5E,4907,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,28158983
5508,MIRT005132,hsa-miR-30a-5p,Homo sapiens,SLC4A7,9497,Homo sapiens,pSILAC//Proteomics;Other,Functional MTI (Weak),18668040
5509,MIRT005132,hsa-miR-30a-5p,Homo sapiens,SLC4A7,9497,Homo sapiens,HITS-CLIP,Functional MTI (Weak),22473208
5562,MIRT005178,hsa-miR-30a-5p,Homo sapiens,CDCP1,64866,Homo sapiens,pSILAC//Proteomics;Other,Functional MTI (Weak),18668040
5740,MIRT005353,hsa-miR-663a,Homo sapiens,JUNB,3726,Homo sapiens,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,20622002
5741,MIRT005353,hsa-miR-663a,Homo sapiens,JUNB,3726,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24014830
5820,MIRT005440,hsa-miR-135b-5p,Homo sapiens,KLF4,9314,Homo sapiens,Luciferase reporter assay//Microarray//qRT-PCR,Functional MTI,20981674
5821,MIRT005440,hsa-miR-135b-5p,Homo sapiens,KLF4,9314,Homo sapiens,qRT-PCR,Functional MTI (Weak),26877610
5823,MIRT005442,hsa-miR-135b-5p,Homo sapiens,MAFB,9935,Homo sapiens,Luciferase reporter assay//Microarray//qRT-PCR,Functional MTI,20981674
5833,MIRT005456,hsa-miR-31-5p,Homo sapiens,DMD,1756,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,21212803
5861,MIRT005484,hsa-miR-155-5p,Homo sapiens,CYR61,3491,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,20452491
5862,MIRT005484,hsa-miR-155-5p,Homo sapiens,CYR61,3491,Homo sapiens,Proteomics,Functional MTI (Weak),18668040
5863,MIRT005484,hsa-miR-155-5p,Homo sapiens,CYR61,3491,Homo sapiens,Microarray//qRT-PCR//Luciferase reporter assay//Western blot,Functional MTI,24705102
5895,MIRT005518,hsa-miR-409-3p,Homo sapiens,FGA,2243,Homo sapiens,ELISA//Flow//Luciferase reporter assay,Non-Functional MTI,20570858
5906,MIRT005527,hsa-miR-29c-3p,Homo sapiens,FGA,2243,Homo sapiens,Luciferase reporter assay,Functional MTI,20570858
5908,MIRT005529,hsa-miR-144-3p,Homo sapiens,FGA,2243,Homo sapiens,Luciferase reporter assay,Non-Functional MTI,20570858
5910,MIRT005531,hsa-miR-29a-3p,Homo sapiens,FGA,2243,Homo sapiens,Luciferase reporter assay,Functional MTI,20570858
5912,MIRT005533,hsa-miR-29b-3p,Homo sapiens,FGA,2243,Homo sapiens,Luciferase reporter assay,Functional MTI,20570858
5919,MIRT005543,hsa-miR-375,Homo sapiens,ELAVL4,1996,Homo sapiens,GFP reporter assay//Immunohistochemistry//Microarray//qRT-PCR//Western blot//Reporter assay;Western blot;qRT-PCR;Microarray;Other,Functional MTI,20584986
5946,MIRT005561,hsa-miR-373-3p,Homo sapiens,TXNIP,10628,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,21271679
5947,MIRT005561,hsa-miR-373-3p,Homo sapiens,TXNIP,10628,Homo sapiens,PAR-CLIP,Functional MTI (Weak),24398324
5948,MIRT005561,hsa-miR-373-3p,Homo sapiens,TXNIP,10628,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
5949,MIRT005561,hsa-miR-373-3p,Homo sapiens,TXNIP,10628,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
5950,MIRT005561,hsa-miR-373-3p,Homo sapiens,TXNIP,10628,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
5951,MIRT005561,hsa-miR-373-3p,Homo sapiens,TXNIP,10628,Homo sapiens,Luciferase reporter assay//Western blot,Functional MTI,26196741
5955,MIRT005564,hsa-miR-205-5p,Homo sapiens,IL32,9235,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,20737563
5972,MIRT005570,hsa-miR-29b-3p,Homo sapiens,MMP2,4313,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,20657750
5973,MIRT005570,hsa-miR-29b-3p,Homo sapiens,MMP2,4313,Homo sapiens,Western blot,Functional MTI,23254643
5974,MIRT005570,hsa-miR-29b-3p,Homo sapiens,MMP2,4313,Homo sapiens,Western blot,Functional MTI,24130681
5975,MIRT005570,hsa-miR-29b-3p,Homo sapiens,MMP2,4313,Homo sapiens,Immunofluorescence//Immunohistochemistry//Luciferase reporter assay//Northern blot//qRT-PCR//Western blot,Functional MTI,24130168
5976,MIRT005570,hsa-miR-29b-3p,Homo sapiens,MMP2,4313,Homo sapiens,Microarray,Functional MTI (Weak),22942087
5977,MIRT005570,hsa-miR-29b-3p,Homo sapiens,MMP2,4313,Homo sapiens,Western blot,Functional MTI,24147037
5978,MIRT005570,hsa-miR-29b-3p,Homo sapiens,MMP2,4313,Homo sapiens,Luciferase reporter assay//qRT-PCR,Functional MTI,23354167
5979,MIRT005570,hsa-miR-29b-3p,Homo sapiens,MMP2,4313,Homo sapiens,Luciferase reporter assay,Functional MTI,22745231
5980,MIRT005570,hsa-miR-29b-3p,Homo sapiens,MMP2,4313,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,26063204
5987,MIRT005575,hsa-miR-181a-5p,Homo sapiens,DDIT4,54541,Homo sapiens,Immunoblot//Luciferase reporter assay//qRT-PCR,Functional MTI,21274007
5988,MIRT005575,hsa-miR-181a-5p,Homo sapiens,DDIT4,54541,Homo sapiens,PAR-CLIP,Functional MTI (Weak),21572407
6075,MIRT005668,hsa-miR-29a-3p,Homo sapiens,ADAMTS9,56999,Homo sapiens,Luciferase reporter assay//Microarray//Northern blot//qRT-PCR,Functional MTI,20971881
6082,MIRT005674,hsa-miR-130a-3p,Homo sapiens,KLF4,9314,Homo sapiens,Luciferase reporter assay//Microarray//qRT-PCR,Functional MTI,20981674
6083,MIRT005675,hsa-miR-29a-3p,Homo sapiens,ITGA11,22801,Homo sapiens,Luciferase reporter assay//Microarray//Northern blot//qRT-PCR,Functional MTI,20971881
6100,MIRT005707,hsa-miR-31-5p,Homo sapiens,ICAM1,3383,Homo sapiens,Luciferase reporter assay,Non-Functional MTI,19949084
6101,MIRT005708,hsa-miR-17-5p,Homo sapiens,ICAM1,3383,Homo sapiens,Luciferase reporter assay,Non-Functional MTI,19949084
6102,MIRT005709,hsa-miR-155-5p,Homo sapiens,ICAM1,3383,Homo sapiens,Luciferase reporter assay,Non-Functional MTI,19949084
6103,MIRT005709,hsa-miR-155-5p,Homo sapiens,ICAM1,3383,Homo sapiens,qRT-PCR,Functional MTI (Weak),21310411
6104,MIRT005710,hsa-miR-1256,Homo sapiens,ICAM1,3383,Homo sapiens,Luciferase reporter assay,Non-Functional MTI,19949084
6105,MIRT005711,hsa-miR-17-5p,Homo sapiens,SELE,6401,Homo sapiens,Luciferase reporter assay,Non-Functional MTI,19949084
6106,MIRT005712,hsa-miR-17-3p,Homo sapiens,SELE,6401,Homo sapiens,Luciferase reporter assay,Non-Functional MTI,19949084
6107,MIRT005713,hsa-miR-155-5p,Homo sapiens,SELE,6401,Homo sapiens,Luciferase reporter assay,Non-Functional MTI,19949084
6108,MIRT005714,hsa-miR-221-3p,Homo sapiens,SELE,6401,Homo sapiens,Luciferase reporter assay,Non-Functional MTI,19949084
6109,MIRT005715,hsa-miR-222-3p,Homo sapiens,SELE,6401,Homo sapiens,Luciferase reporter assay,Non-Functional MTI,19949084
6110,MIRT005716,hsa-miR-1256,Homo sapiens,SELE,6401,Homo sapiens,Luciferase reporter assay,Non-Functional MTI,19949084
6124,MIRT005737,hsa-miR-21-5p,Homo sapiens,MEF2C,4208,Homo sapiens,Immunofluorescence//In situ hybridization//Luciferase reporter assay,Functional MTI,21170291
6128,MIRT005742,hsa-miR-451a,Homo sapiens,MMP2,4313,Homo sapiens,qRT-PCR//Western blot,Functional MTI,20816946
6129,MIRT005742,hsa-miR-451a,Homo sapiens,MMP2,4313,Homo sapiens,qRT-PCR//Western blot,Functional MTI,27173190
6164,MIRT005774,hsa-miR-616-3p,Homo sapiens,TFPI2,7980,Homo sapiens,In situ hybridization//Luciferase reporter assay//Microarray//qRT-PCR,Functional MTI,21224345
6211,MIRT005823,hsa-miR-204-5p,Homo sapiens,CXCL3,2921,Homo sapiens,Microarray,Functional MTI (Weak),21282569
6233,MIRT005841,hsa-miR-204-5p,Homo sapiens,RAB40B,10966,Homo sapiens,Luciferase reporter assay//Microarray//qRT-PCR,Functional MTI,21282569
6234,MIRT005841,hsa-miR-204-5p,Homo sapiens,RAB40B,10966,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,25790780
6300,MIRT005870,hsa-miR-183-5p,Homo sapiens,AKAP12,9590,Homo sapiens,Immunohistochemistry//Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,20979053
6301,MIRT005871,hsa-miR-186-5p,Homo sapiens,AKAP12,9590,Homo sapiens,Immunohistochemistry//Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,20979053
6302,MIRT005871,hsa-miR-186-5p,Homo sapiens,AKAP12,9590,Homo sapiens,CLASH,Functional MTI (Weak),23622248
6312,MIRT005876,hsa-miR-101-3p,Homo sapiens,DUSP1,1843,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,21068409
6332,MIRT005891,hsa-miR-194-5p,Homo sapiens,HBEGF,1839,Homo sapiens,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,20979124
6349,MIRT005903,hsa-miR-22-3p,Homo sapiens,RGS2,5997,Homo sapiens,Luciferase reporter assay//Microarray,Functional MTI,21168126
6350,MIRT005903,hsa-miR-22-3p,Homo sapiens,RGS2,5997,Homo sapiens,Luciferase reporter assay,Functional MTI,23349832
6368,MIRT005926,hsa-miR-424-5p,Homo sapiens,HIF1A,3091,Homo sapiens,ChIP-seq//Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,20972335
6384,MIRT005952,hsa-miR-21-5p,Homo sapiens,ICAM1,3383,Homo sapiens,Luciferase reporter assay//Microarray//qRT-PCR,Functional MTI,21131358
6460,MIRT006054,hsa-miR-29b-3p,Homo sapiens,HMGA2,8091,Homo sapiens,Immunofluorescence//Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,21224353
